,Unnamed: 0,shipmode,sales,quantity,discount,profit,segment,region,state,subcategory,category,orderdate_day,orderdate_weekday,orderdate_month,orderdate_year,shipdate_day,shipdate_weekday,shipdate_month,shipdate_year,preparationtime
292,293,First Class,381.44,2,0.2,23.84,Consumer,West,California,Chairs                                            ,Furniture,23,Samstag,11,2013,25,Montag,11,2013,2
293,294,Standard Class,858.24,4,0.1,143.04,Consumer,East,New York,Chairs                                            ,Furniture,12,Sonntag,6,2016,18,Samstag,6,2016,6
294,295,Second Class,1931.04,9,0.1,321.84,Consumer,East,New York,Chairs                                            ,Furniture,13,Sonntag,7,2014,15,Dienstag,7,2014,2
295,296,Second Class,190.72,1,0.2,11.92,Corporate,West,California,Chairs                                            ,Furniture,7,Freitag,11,2014,9,Sonntag,11,2014,2
296,297,Second Class,715.2,3,0.0,178.8,Consumer,East,Vermont,Chairs                                            ,Furniture,7,Freitag,11,2014,9,Sonntag,11,2014,2
297,298,Standard Class,476.8,2,0.0,119.2,Corporate,Central,Michigan,Chairs                                            ,Furniture,7,Samstag,5,2016,11,Mittwoch,5,2016,4
298,299,Standard Class,572.16,3,0.2,35.76,Consumer,West,California,Chairs                                            ,Furniture,21,Samstag,12,2013,27,Freitag,12,2013,6
299,300,Standard Class,603.92,4,0.0,181.176,Corporate,Central,Minnesota,Chairs                                            ,Furniture,24,Samstag,9,2016,28,Mittwoch,9,2016,4
300,301,Second Class,301.96,2,0.0,90.588,Consumer,South,Kentucky,Chairs                                            ,Furniture,16,Donnerstag,6,2016,21,Dienstag,6,2016,5
301,302,Standard Class,271.764,2,0.1,60.391999999999996,Home Office,East,New York,Chairs                                            ,Furniture,6,Samstag,9,2014,13,Samstag,9,2014,7
302,303,Standard Class,271.764,2,0.1,60.391999999999996,Consumer,East,New York,Chairs                                            ,Furniture,24,Donnerstag,3,2016,28,Montag,3,2016,4
303,304,Standard Class,528.43,5,0.3,0.0,Consumer,Central,Illinois,Chairs                                            ,Furniture,22,Sonntag,3,2015,29,Sonntag,3,2015,7
304,305,Standard Class,362.352,3,0.2,45.294,Corporate,West,California,Chairs                                            ,Furniture,26,Dienstag,7,2016,1,Montag,8,2016,6
305,306,Second Class,603.92,5,0.2,75.49,Consumer,West,Colorado,Chairs                                            ,Furniture,11,Montag,11,2013,14,Donnerstag,11,2013,3
306,307,Standard Class,483.13599999999997,4,0.2,60.391999999999996,Consumer,West,California,Chairs                                            ,Furniture,26,Samstag,9,2015,2,Freitag,10,2015,6
307,308,First Class,528.43,5,0.3,0.0,Corporate,Central,Texas,Chairs                                            ,Furniture,3,Freitag,7,2015,4,Samstag,7,2015,1
308,309,First Class,1628.82,9,0.0,260.6112,Consumer,East,Massachusetts,Chairs                                            ,Furniture,14,Montag,10,2013,17,Donnerstag,10,2013,3
309,310,Second Class,579.136,4,0.2,-28.9568,Consumer,West,Colorado,Chairs                                            ,Furniture,22,Samstag,10,2016,24,Montag,10,2016,2
310,311,Second Class,1013.488,7,0.2,76.0116,Consumer,West,California,Chairs                                            ,Furniture,21,Mittwoch,1,2015,23,Freitag,1,2015,2
311,312,Standard Class,977.2919999999999,6,0.1,173.7408,Corporate,East,New York,Chairs                                            ,Furniture,24,Donnerstag,11,2016,28,Montag,11,2016,4
312,313,Standard Class,542.94,3,0.0,141.1644,Home Office,East,Massachusetts,Chairs                                            ,Furniture,21,Sonntag,9,2014,26,Freitag,9,2014,5
313,314,Second Class,760.1160000000001,6,0.3,-43.4352,Corporate,East,Ohio,Chairs                                            ,Furniture,19,Sonntag,6,2016,21,Dienstag,6,2016,2
314,315,Second Class,380.05800000000005,3,0.3,-21.7176,Consumer,East,Pennsylvania,Chairs                                            ,Furniture,15,Sonntag,11,2015,20,Freitag,11,2015,5
315,316,Same Day,144.784,1,0.2,10.8588,Consumer,West,California,Chairs                                            ,Furniture,8,Freitag,8,2014,8,Freitag,8,2014,0
316,317,Standard Class,180.98,1,0.0,47.0548,Consumer,Central,Michigan,Chairs                                            ,Furniture,3,Donnerstag,3,2016,10,Donnerstag,3,2016,7
317,318,Second Class,253.372,2,0.3,-14.4784,Corporate,Central,Illinois,Chairs                                            ,Furniture,8,Mittwoch,7,2015,12,Sonntag,7,2015,4
318,319,Standard Class,488.64599999999996,3,0.1,86.8704,Consumer,East,New York,Chairs                                            ,Furniture,25,Sonntag,9,2016,1,Samstag,10,2016,6
319,320,Second Class,723.92,4,0.0,188.2192,Home Office,South,Georgia,Chairs                                            ,Furniture,17,Samstag,9,2016,22,Donnerstag,9,2016,5
320,321,Standard Class,542.94,3,0.0,141.1644,Corporate,East,Maryland,Chairs                                            ,Furniture,10,Mittwoch,12,2014,16,Dienstag,12,2014,6
321,322,Second Class,290.98,1,0.0,75.6548,Consumer,South,Virginia,Chairs                                            ,Furniture,28,Mittwoch,10,2015,2,Montag,11,2015,5
322,323,Same Day,611.058,3,0.3,-34.9176,Corporate,East,Ohio,Chairs                                            ,Furniture,24,Sonntag,11,2013,24,Sonntag,11,2013,0
323,324,Standard Class,698.352,3,0.2,52.3764,Consumer,South,North Carolina,Chairs                                            ,Furniture,15,Mittwoch,6,2016,19,Sonntag,6,2016,4
324,325,Second Class,1454.9,5,0.0,378.274,Corporate,Central,Wisconsin,Chairs                                            ,Furniture,3,Freitag,4,2015,7,Dienstag,4,2015,4
325,326,Standard Class,872.94,3,0.0,226.9644,Corporate,Central,Michigan,Chairs                                            ,Furniture,9,Freitag,12,2016,13,Dienstag,12,2016,4
326,327,Standard Class,698.352,3,0.2,52.3764,Consumer,West,Washington,Chairs                                            ,Furniture,26,Samstag,12,2015,31,Donnerstag,12,2015,5
327,328,Standard Class,634.116,6,0.3,-172.1172,Home Office,Central,Illinois,Chairs                                            ,Furniture,1,Freitag,3,2013,5,Dienstag,3,2013,4
328,329,First Class,317.058,3,0.3,-86.0586,Corporate,East,Ohio,Chairs                                            ,Furniture,29,Donnerstag,5,2014,31,Samstag,5,2014,2
329,330,Standard Class,528.43,5,0.3,-143.431,Corporate,Central,Texas,Chairs                                            ,Furniture,16,Montag,3,2015,20,Freitag,3,2015,4
330,331,First Class,603.92,5,0.2,-67.941,Consumer,West,California,Chairs                                            ,Furniture,23,Samstag,11,2013,25,Montag,11,2013,2
331,332,Second Class,105.686,1,0.3,-28.6862,Consumer,Central,Texas,Chairs                                            ,Furniture,26,Montag,5,2014,28,Mittwoch,5,2014,2
332,333,Second Class,301.96,2,0.0,33.2156,Consumer,Central,Michigan,Chairs                                            ,Furniture,19,Donnerstag,11,2015,24,Dienstag,11,2015,5
333,334,Second Class,301.96,2,0.0,33.2156,Consumer,South,South Carolina,Chairs                                            ,Furniture,28,Samstag,5,2016,30,Montag,5,2016,2
334,335,Standard Class,120.78399999999999,1,0.2,-13.5882,Home Office,West,California,Chairs                                            ,Furniture,31,Sonntag,1,2016,7,Sonntag,2,2016,7
335,336,Standard Class,225.296,2,0.2,22.5296,Consumer,West,California,Chairs                                            ,Furniture,26,Sonntag,5,2013,30,Donnerstag,5,2013,4
336,337,Second Class,225.296,2,0.2,22.5296,Consumer,South,North Carolina,Chairs                                            ,Furniture,16,Sonntag,8,2015,18,Dienstag,8,2015,2
337,338,Second Class,1013.832,9,0.2,101.3832,Corporate,South,Florida,Chairs                                            ,Furniture,16,Montag,12,2013,20,Freitag,12,2013,4
338,339,Same Day,887.1030000000001,7,0.1,177.4206,Corporate,East,New York,Chairs                                            ,Furniture,19,Donnerstag,9,2013,19,Donnerstag,9,2013,0
339,340,Standard Class,112.648,1,0.2,11.2648,Consumer,West,California,Chairs                                            ,Furniture,11,Montag,11,2013,18,Montag,11,2013,7
340,341,Standard Class,563.24,5,0.2,56.324,Corporate,West,California,Chairs                                            ,Furniture,25,Freitag,9,2015,29,Dienstag,9,2015,4
341,342,Standard Class,140.81,1,0.0,39.4268,Corporate,South,Kentucky,Chairs                                            ,Furniture,19,Sonntag,7,2015,24,Freitag,7,2015,5
342,343,Standard Class,492.835,5,0.3,-14.081,Consumer,East,Pennsylvania,Chairs                                            ,Furniture,1,Sonntag,11,2015,7,Samstag,11,2015,6
343,344,Standard Class,225.296,2,0.2,22.5296,Consumer,West,California,Chairs                                            ,Furniture,21,Donnerstag,7,2016,25,Montag,7,2016,4
344,345,Standard Class,1408.1,10,0.0,394.26800000000003,Home Office,Central,Iowa,Chairs                                            ,Furniture,24,Mittwoch,9,2014,28,Sonntag,9,2014,4
345,346,First Class,127.869,3,0.3,-9.1335,Consumer,Central,Texas,Chairs                                            ,Furniture,5,Sonntag,5,2013,8,Mittwoch,5,2013,3
346,347,Second Class,106.869,3,0.3,-29.0073,Corporate,Central,Illinois,Chairs                                            ,Furniture,28,Samstag,5,2016,2,Donnerstag,6,2016,5
347,348,Second Class,60.89,1,0.0,15.2225,Consumer,Central,Missouri,Chairs                                            ,Furniture,11,Montag,2,2013,15,Freitag,2,2013,4
348,349,Standard Class,122.13600000000001,3,0.2,-13.7403,Consumer,West,California,Chairs                                            ,Furniture,6,Mittwoch,7,2016,11,Montag,7,2016,5
349,350,Second Class,304.45,5,0.0,76.1125,Consumer,South,Kentucky,Chairs                                            ,Furniture,25,Sonntag,12,2016,28,Mittwoch,12,2016,3
350,351,Standard Class,292.272,6,0.2,18.267,Corporate,West,California,Chairs                                            ,Furniture,24,Dienstag,12,2013,29,Sonntag,12,2013,5
351,352,Standard Class,71.24600000000001,2,0.3,-19.3382,Consumer,East,Pennsylvania,Chairs                                            ,Furniture,6,Sonntag,9,2015,10,Donnerstag,9,2015,4
352,353,First Class,194.84799999999998,4,0.2,12.177999999999999,Consumer,West,California,Chairs                                            ,Furniture,2,Freitag,10,2015,3,Samstag,10,2015,1
353,354,First Class,81.42399999999999,2,0.2,-9.1602,Corporate,West,California,Chairs                                            ,Furniture,15,Dienstag,12,2015,18,Freitag,12,2015,3
354,355,Same Day,383.60699999999997,7,0.1,63.9345,Consumer,East,New York,Chairs                                            ,Furniture,5,Mittwoch,3,2014,5,Mittwoch,3,2014,0
355,356,Second Class,81.42399999999999,2,0.2,-9.1602,Home Office,West,California,Chairs                                            ,Furniture,7,Samstag,11,2015,11,Mittwoch,11,2015,4
356,357,First Class,121.78,2,0.0,30.445,Home Office,South,Georgia,Chairs                                            ,Furniture,17,Donnerstag,9,2015,19,Samstag,9,2015,2
357,358,Second Class,85.24600000000001,2,0.3,-6.0889999999999995,Consumer,Central,Texas,Chairs                                            ,Furniture,26,Freitag,6,2015,28,Sonntag,6,2015,2
358,359,Second Class,194.84799999999998,4,0.2,12.177999999999999,Consumer,South,North Carolina,Chairs                                            ,Furniture,27,Mittwoch,7,2016,1,Montag,8,2016,5
359,360,Standard Class,213.115,5,0.3,-15.2225,Home Office,Central,Illinois,Chairs                                            ,Furniture,30,Mittwoch,4,2014,5,Montag,5,2014,5
360,361,Standard Class,435.168,4,0.2,-59.8356,Corporate,West,California,Chairs                                            ,Furniture,5,Mittwoch,10,2016,10,Montag,10,2016,5
361,362,Second Class,435.168,4,0.2,-59.8356,Consumer,West,Washington,Chairs                                            ,Furniture,30,Freitag,1,2015,1,Sonntag,2,2015,2
362,363,First Class,217.584,2,0.2,-29.9178,Consumer,West,California,Chairs                                            ,Furniture,4,Mittwoch,11,2015,7,Samstag,11,2015,3
363,364,Standard Class,1603.136,4,0.2,100.196,Home Office,West,Wyoming,Chairs                                            ,Furniture,8,Sonntag,11,2015,13,Freitag,11,2015,5
364,365,Standard Class,2404.7039999999997,6,0.2,150.29399999999998,Consumer,West,Washington,Chairs                                            ,Furniture,13,Sonntag,11,2016,18,Freitag,11,2016,5
365,366,Standard Class,2254.41,5,0.1,375.735,Consumer,East,New York,Chairs                                            ,Furniture,20,Dienstag,9,2016,26,Montag,9,2016,6
366,367,Same Day,701.372,2,0.3,-50.098,Home Office,Central,Illinois,Chairs                                            ,Furniture,20,Sonntag,9,2015,20,Sonntag,9,2015,0
367,368,Standard Class,801.568,2,0.2,50.098,Corporate,West,California,Chairs                                            ,Furniture,21,Sonntag,7,2013,25,Donnerstag,7,2013,4
368,369,Second Class,2003.92,5,0.2,125.245,Home Office,West,Washington,Chairs                                            ,Furniture,1,Montag,12,2014,5,Freitag,12,2014,4
369,370,First Class,1603.136,4,0.2,100.196,Corporate,West,California,Chairs                                            ,Furniture,27,Donnerstag,8,2015,30,Sonntag,8,2015,3
370,371,Standard Class,801.568,2,0.2,50.098,Corporate,West,California,Chairs                                            ,Furniture,19,Samstag,9,2015,23,Mittwoch,9,2015,4
371,372,Standard Class,801.568,2,0.2,50.098,Corporate,West,Colorado,Chairs                                            ,Furniture,31,Sonntag,5,2015,5,Freitag,6,2015,5
372,373,Standard Class,172.5,2,0.0,51.75,Consumer,East,Maryland,Chairs                                            ,Furniture,2,Mittwoch,12,2015,6,Sonntag,12,2015,4
373,374,First Class,422.625,7,0.3,0.0,Corporate,East,Pennsylvania,Chairs                                            ,Furniture,22,Montag,12,2014,23,Dienstag,12,2014,1
374,375,Standard Class,241.5,4,0.3,0.0,Corporate,Central,Texas,Chairs                                            ,Furniture,8,Sonntag,2,2015,15,Sonntag,2,2015,7
375,376,Second Class,258.75,3,0.0,77.625,Consumer,South,Kentucky,Chairs                                            ,Furniture,29,Donnerstag,12,2016,1,Sonntag,1,2017,3
376,377,Standard Class,207.0,3,0.2,25.875,Corporate,South,North Carolina,Chairs                                            ,Furniture,5,Mittwoch,11,2014,9,Sonntag,11,2014,4
377,378,Standard Class,362.25,6,0.3,0.0,Consumer,Central,Texas,Chairs                                            ,Furniture,1,Freitag,3,2013,5,Dienstag,3,2013,4
378,379,First Class,207.0,3,0.2,25.875,Corporate,South,North Carolina,Chairs                                            ,Furniture,9,Montag,5,2016,10,Dienstag,5,2016,1
379,380,Standard Class,517.5,6,0.0,155.25,Consumer,South,Louisiana,Chairs                                            ,Furniture,24,Mittwoch,9,2014,30,Dienstag,9,2014,6
380,381,Standard Class,842.3760000000001,3,0.2,105.29700000000001,Home Office,West,Arizona,Chairs                                            ,Furniture,24,Samstag,12,2016,31,Samstag,12,2016,7
381,382,Standard Class,1228.465,5,0.3,0.0,Consumer,East,Pennsylvania,Chairs                                            ,Furniture,28,Freitag,6,2013,2,Dienstag,7,2013,4
382,383,Standard Class,631.7819999999999,2,0.1,140.39600000000002,Consumer,East,New York,Chairs                                            ,Furniture,19,Samstag,9,2015,26,Samstag,9,2015,7
383,384,First Class,280.79200000000003,1,0.2,35.099000000000004,Home Office,West,Arizona,Chairs                                            ,Furniture,11,Samstag,6,2016,12,Sonntag,6,2016,1
384,385,Standard Class,1684.7520000000002,6,0.2,210.59400000000002,Corporate,West,California,Chairs                                            ,Furniture,25,Mittwoch,11,2015,1,Dienstag,12,2015,6
385,386,First Class,631.7819999999999,2,0.1,140.39600000000002,Consumer,East,New York,Chairs                                            ,Furniture,20,Freitag,9,2013,23,Montag,9,2013,3
386,387,Standard Class,561.5840000000001,2,0.2,70.19800000000001,Corporate,South,Tennessee,Chairs                                            ,Furniture,29,Montag,4,2013,3,Freitag,5,2013,4
387,388,Second Class,392.94,3,0.0,43.2234,Corporate,South,Georgia,Chairs                                            ,Furniture,4,Samstag,10,2014,9,Donnerstag,10,2014,5
388,389,Standard Class,392.94,3,0.0,43.2234,Corporate,Central,Wisconsin,Chairs                                            ,Furniture,18,Montag,11,2013,23,Samstag,11,2013,5
389,390,First Class,117.882,1,0.1,1.3098,Consumer,East,New York,Chairs                                            ,Furniture,29,Sonntag,6,2014,2,Mittwoch,7,2014,3
390,391,Standard Class,209.56799999999998,2,0.2,-23.5764,Consumer,South,Tennessee,Chairs                                            ,Furniture,20,Sonntag,11,2016,24,Donnerstag,11,2016,4
391,392,Standard Class,314.35200000000003,3,0.2,-35.3646,Corporate,West,Arizona,Chairs                                            ,Furniture,22,Freitag,3,2013,26,Dienstag,3,2013,4
392,393,Second Class,314.35200000000003,3,0.2,-35.3646,Corporate,South,Tennessee,Chairs                                            ,Furniture,19,Donnerstag,5,2016,24,Dienstag,5,2016,5
393,394,Standard Class,458.43,5,0.3,-124.431,Home Office,East,Pennsylvania,Chairs                                            ,Furniture,13,Freitag,5,2016,17,Dienstag,5,2016,4
394,395,Standard Class,638.288,7,0.2,-31.9144,Consumer,West,California,Chairs                                            ,Furniture,13,Montag,4,2015,17,Freitag,4,2015,4
395,396,Standard Class,273.552,3,0.2,-13.6776,Corporate,South,Florida,Chairs                                            ,Furniture,26,Sonntag,6,2016,1,Freitag,7,2016,5
396,397,Standard Class,227.96,2,0.0,36.4736,Consumer,East,New Jersey,Chairs                                            ,Furniture,16,Montag,2,2015,20,Freitag,2,2015,4
397,398,Same Day,102.58200000000001,1,0.1,6.8388,Consumer,East,New York,Chairs                                            ,Furniture,25,Donnerstag,9,2014,25,Donnerstag,9,2014,0
398,399,Standard Class,239.358,3,0.3,-47.8716,Consumer,Central,Illinois,Chairs                                            ,Furniture,10,Montag,10,2016,16,Sonntag,10,2016,6
399,400,Standard Class,205.16400000000002,2,0.1,13.6776,Consumer,East,New York,Chairs                                            ,Furniture,1,Samstag,11,2014,5,Mittwoch,11,2014,4
400,401,Standard Class,197.372,2,0.3,-25.3764,Consumer,Central,Texas,Chairs                                            ,Furniture,16,Montag,6,2014,20,Freitag,6,2014,4
401,402,Standard Class,225.56799999999998,2,0.2,2.8196,Consumer,West,California,Chairs                                            ,Furniture,17,Montag,11,2014,21,Freitag,11,2014,4
402,403,Standard Class,1268.82,9,0.0,266.4522,Consumer,East,Delaware,Chairs                                            ,Furniture,6,Donnerstag,2,2014,13,Donnerstag,2,2014,7
403,404,Standard Class,563.92,5,0.2,7.0489999999999995,Consumer,West,California,Chairs                                            ,Furniture,17,Donnerstag,12,2015,24,Donnerstag,12,2015,7
404,405,Standard Class,1141.938,9,0.1,139.5702,Consumer,East,New York,Chairs                                            ,Furniture,18,Sonntag,12,2016,24,Samstag,12,2016,6
405,406,Standard Class,338.352,3,0.2,4.2294,Corporate,West,Idaho,Chairs                                            ,Furniture,10,Dienstag,12,2013,14,Samstag,12,2013,4
406,407,Second Class,253.764,2,0.1,31.0156,Corporate,East,New York,Chairs                                            ,Furniture,25,Samstag,7,2015,27,Montag,7,2015,2
407,408,Second Class,120.712,1,0.2,-18.1068,Consumer,West,California,Chairs                                            ,Furniture,24,Sonntag,11,2013,26,Dienstag,11,2013,2
408,409,Standard Class,754.45,5,0.0,60.356,Consumer,Central,Wisconsin,Chairs                                            ,Furniture,30,Mittwoch,12,2015,3,Sonntag,1,2016,4
409,410,Standard Class,211.24599999999998,2,0.3,-66.3916,Consumer,Central,Texas,Chairs                                            ,Furniture,27,Sonntag,3,2016,1,Freitag,4,2016,5
410,411,Standard Class,241.424,2,0.2,-36.2136,Home Office,West,California,Chairs                                            ,Furniture,10,Donnerstag,11,2016,17,Donnerstag,11,2016,7
411,412,First Class,362.13599999999997,3,0.2,-54.3204,Corporate,West,California,Chairs                                            ,Furniture,10,Freitag,10,2014,12,Sonntag,10,2014,2
412,413,Standard Class,123.13600000000001,4,0.2,13.8528,Consumer,West,Washington,Chairs                                            ,Furniture,12,Freitag,7,2013,18,Donnerstag,7,2013,6
413,414,Standard Class,69.264,2,0.1,14.6224,Home Office,East,New York,Chairs                                            ,Furniture,14,Donnerstag,11,2013,18,Montag,11,2013,4
414,415,Standard Class,500.24,13,0.0,145.0696,Corporate,South,Virginia,Chairs                                            ,Furniture,20,Dienstag,8,2013,25,Sonntag,8,2013,5
415,416,Same Day,188.55200000000002,7,0.3,-2.6936,Corporate,East,Pennsylvania,Chairs                                            ,Furniture,4,Sonntag,12,2016,4,Sonntag,12,2016,0
416,417,Second Class,254.058,3,0.3,-32.6646,Consumer,Central,Texas,Chairs                                            ,Furniture,9,Sonntag,10,2016,11,Dienstag,10,2016,2
417,418,Standard Class,387.13599999999997,4,0.2,4.8392,Corporate,West,California,Chairs                                            ,Furniture,21,Mittwoch,10,2015,26,Montag,10,2015,5
418,419,Standard Class,326.64599999999996,3,0.1,39.9234,Consumer,East,New York,Chairs                                            ,Furniture,16,Montag,2,2015,20,Freitag,2,2015,4
419,420,Second Class,701.96,2,0.0,168.4704,Corporate,South,Kentucky,Chairs                                            ,Furniture,25,Freitag,11,2016,30,Mittwoch,11,2016,5
420,421,First Class,2807.84,8,0.0,673.8816,Consumer,Central,Wisconsin,Chairs                                            ,Furniture,1,Sonntag,12,2013,3,Dienstag,12,2013,2
421,422,Second Class,842.352,3,0.2,42.1176,Consumer,West,California,Chairs                                            ,Furniture,23,Donnerstag,10,2014,27,Montag,10,2014,4
422,423,Standard Class,1403.92,5,0.2,70.196,Corporate,West,California,Chairs                                            ,Furniture,16,Montag,12,2013,21,Samstag,12,2013,5
423,424,Standard Class,1403.92,5,0.2,70.196,Corporate,West,California,Chairs                                            ,Furniture,1,Sonntag,11,2015,6,Freitag,11,2015,5
424,425,Second Class,561.568,2,0.2,28.0784,Consumer,West,Washington,Chairs                                            ,Furniture,25,Freitag,7,2014,27,Sonntag,7,2014,2
425,426,First Class,701.96,2,0.0,168.4704,Consumer,South,Virginia,Chairs                                            ,Furniture,2,Freitag,12,2016,5,Montag,12,2016,3
426,427,Standard Class,350.98,1,0.0,84.2352,Consumer,South,Alabama,Chairs                                            ,Furniture,19,Samstag,9,2015,24,Donnerstag,9,2015,5
427,428,Standard Class,307.13599999999997,4,0.2,26.8744,Corporate,West,Washington,Chairs                                            ,Furniture,3,Donnerstag,11,2016,7,Montag,11,2016,4
428,429,Second Class,172.764,2,0.1,32.6332,Consumer,East,New York,Chairs                                            ,Furniture,24,Freitag,6,2016,26,Sonntag,6,2016,2
429,430,Standard Class,287.94,3,0.0,77.7438,Consumer,South,Kentucky,Chairs                                            ,Furniture,13,Montag,10,2014,17,Freitag,10,2014,4
430,431,First Class,230.352,3,0.2,20.1558,Corporate,West,Colorado,Chairs                                            ,Furniture,26,Donnerstag,12,2013,28,Samstag,12,2013,2
431,432,Standard Class,191.96,2,0.0,51.8292,Consumer,South,Kentucky,Chairs                                            ,Furniture,21,Montag,4,2014,28,Montag,4,2014,7
432,433,Standard Class,230.352,3,0.2,20.1558,Consumer,West,New Mexico,Chairs                                            ,Furniture,14,Freitag,11,2014,19,Mittwoch,11,2014,5
433,434,Second Class,110.98,1,0.0,15.5372,Home Office,East,Rhode Island,Chairs                                            ,Furniture,2,Samstag,8,2014,5,Dienstag,8,2014,3
434,435,Standard Class,233.058,3,0.3,-53.2704,Consumer,Central,Texas,Chairs                                            ,Furniture,19,Samstag,11,2016,26,Samstag,11,2016,7
435,436,Standard Class,199.764,2,0.1,8.8784,Consumer,East,New York,Chairs                                            ,Furniture,17,Mittwoch,9,2014,23,Dienstag,9,2014,6
436,437,Second Class,155.372,2,0.3,-35.5136,Corporate,Central,Texas,Chairs                                            ,Furniture,23,Samstag,11,2013,26,Dienstag,11,2013,3
437,438,Second Class,155.372,2,0.3,-35.5136,Home Office,East,Ohio,Chairs                                            ,Furniture,2,Mittwoch,11,2016,7,Montag,11,2016,5
438,439,Same Day,388.43,5,0.3,-88.78399999999999,Consumer,Central,Texas,Chairs                                            ,Furniture,27,Mittwoch,5,2015,27,Mittwoch,5,2015,0
439,440,Standard Class,532.7040000000001,6,0.2,-39.9528,Consumer,West,Washington,Chairs                                            ,Furniture,24,Montag,8,2015,31,Montag,8,2015,7
440,441,Standard Class,63.93600000000001,3,0.2,6.3936,Corporate,West,California,Chairs                                            ,Furniture,26,Samstag,4,2014,1,Donnerstag,5,2014,5
441,442,Standard Class,37.296,2,0.3,-1.0656,Consumer,Central,Illinois,Chairs                                            ,Furniture,16,Samstag,11,2013,20,Mittwoch,11,2013,4
442,443,Standard Class,42.623999999999995,2,0.2,4.2624,Consumer,West,Washington,Chairs                                            ,Furniture,15,Sonntag,5,2016,20,Freitag,5,2016,5
443,444,Standard Class,26.64,1,0.0,7.4592,Corporate,Central,Michigan,Chairs                                            ,Furniture,7,Samstag,5,2016,11,Mittwoch,5,2016,4
444,445,Standard Class,74.592,4,0.3,-2.1312,Home Office,Central,Texas,Chairs                                            ,Furniture,17,Mittwoch,8,2016,24,Mittwoch,8,2016,7
445,446,Standard Class,2803.92,5,0.2,0.0,Consumer,South,Florida,Chairs                                            ,Furniture,1,Sonntag,5,2016,6,Freitag,5,2016,5
446,447,Same Day,2453.43,5,0.3,-350.49,Consumer,Central,Texas,Chairs                                            ,Furniture,15,Mittwoch,10,2014,15,Mittwoch,10,2014,0
447,448,Second Class,4416.174,9,0.3,-630.882,Consumer,East,Pennsylvania,Chairs                                            ,Furniture,17,Mittwoch,8,2016,22,Montag,8,2016,5
448,449,Second Class,3785.292,6,0.1,420.588,Consumer,East,New York,Chairs                                            ,Furniture,12,Donnerstag,9,2013,17,Dienstag,9,2013,5
449,450,First Class,2803.92,5,0.2,0.0,Consumer,West,California,Chairs                                            ,Furniture,27,Montag,1,2014,29,Mittwoch,1,2014,2
450,451,Standard Class,981.372,2,0.3,-140.196,Home Office,Central,Texas,Chairs                                            ,Furniture,20,Samstag,7,2013,24,Mittwoch,7,2013,4
451,452,Second Class,1121.568,2,0.2,0.0,Consumer,West,California,Chairs                                            ,Furniture,16,Donnerstag,4,2015,18,Samstag,4,2015,2
452,453,Second Class,3504.9,5,0.0,700.98,Corporate,Central,Michigan,Chairs                                            ,Furniture,28,Donnerstag,5,2015,30,Samstag,5,2015,2
453,454,Standard Class,419.13599999999997,4,0.2,-68.1096,Consumer,South,Florida,Chairs                                            ,Furniture,31,Sonntag,1,2016,5,Freitag,2,2016,5
454,455,Standard Class,275.058,3,0.3,-90.3762,Home Office,Central,Texas,Chairs                                            ,Furniture,26,Freitag,12,2014,31,Mittwoch,12,2014,5
455,456,Standard Class,423.648,2,0.2,47.6604,Consumer,South,Tennessee,Chairs                                            ,Furniture,13,Samstag,8,2016,18,Donnerstag,8,2016,5
456,457,Standard Class,1323.9,5,0.0,383.931,Consumer,Central,Oklahoma,Chairs                                            ,Furniture,17,Montag,11,2014,24,Montag,11,2014,7
457,458,Standard Class,1059.12,4,0.0,307.1448,Corporate,South,Virginia,Chairs                                            ,Furniture,13,Sonntag,9,2015,18,Freitag,9,2015,5
458,459,First Class,2621.322,11,0.1,553.3902,Home Office,East,New York,Chairs                                            ,Furniture,2,Sonntag,11,2014,4,Dienstag,11,2014,2
459,460,Second Class,368.97,3,0.0,81.1734,Consumer,South,Georgia,Chairs                                            ,Furniture,24,Donnerstag,9,2015,29,Dienstag,9,2015,5
460,461,Standard Class,860.93,7,0.0,189.4046,Consumer,Central,Wisconsin,Chairs                                            ,Furniture,8,Samstag,3,2014,12,Mittwoch,3,2014,4
461,462,Second Class,664.1460000000001,6,0.1,88.5528,Consumer,East,New York,Chairs                                            ,Furniture,15,Freitag,7,2016,18,Montag,7,2016,3
462,463,Standard Class,442.764,4,0.1,59.0352,Consumer,East,New York,Chairs                                            ,Furniture,8,Freitag,5,2015,12,Dienstag,5,2015,4
463,464,Standard Class,368.97,3,0.0,81.1734,Corporate,Central,Oklahoma,Chairs                                            ,Furniture,1,Sonntag,11,2015,6,Freitag,11,2015,5
464,465,Standard Class,512.3580000000001,3,0.3,-14.6388,Home Office,Central,Texas,Chairs                                            ,Furniture,12,Freitag,7,2013,16,Dienstag,7,2013,4
465,466,First Class,1024.7160000000001,6,0.3,-29.2776,Corporate,Central,Texas,Chairs                                            ,Furniture,27,Donnerstag,8,2015,29,Samstag,8,2015,2
466,467,Standard Class,853.93,5,0.3,-24.398000000000003,Consumer,Central,Texas,Chairs                                            ,Furniture,25,Freitag,11,2016,30,Mittwoch,11,2016,5
467,468,Second Class,195.18400000000003,1,0.2,19.5184,Corporate,West,California,Chairs                                            ,Furniture,3,Freitag,7,2015,8,Mittwoch,7,2015,5
