Transaction_ID;Transaction_date;Supplier;Price;Payment_Type;Client ID;City;State;Country
12671;1/16/09 9:54;25697;1200;Mastercard;54711;Durban;KwaZulu-Natal;South Africa
12672;1/28/09 7:07;25698;1200;Visa;54712;Berkeswell;England;United Kingdom
12673;1/28/09 7:31;25699;1200;Visa;54713;Dryden                      ;VA;United States
12674;1/18/09 12:32;25700;1200;Visa;54714;Santry;Dublin;Ireland
12675;1/13/09 14:05;25701;1200;Amex;54715;Barcelona;Catalonia;Spain
12676;1/28/09 7:49;25702;1200;Visa;54716;Fayetteville                ;NC;United States
12677;1/28/09 3:07;25703;1200;Visa;54717;Anse Comeau;Quebec;Canada
12678;01/12/09 15:16;25704;1200;Visa;54718;Thorlakshofn; ;Iceland
12679;01/06/09 11:17;25705;3600;Visa;54719;Overland                    ;KS;United States
12680;1/23/09 9:49;25706;1200;Visa;54720;King City;Ontario;Canada
12681;1/24/09 4:01;25707;1200;Visa;54721;Leighton Buzzard;England;United Kingdom
12682;1/25/09 18:21;25708;1200;Visa;54722;Umea;Vasterbotten;Sweden
12683;1/15/09 10:51;25709;1200;Mastercard;54723;Sola;Rogaland;Norway
12684;01/02/09 05:14;25710;1200;Visa;54724;Stockton-on-Tees;England;United Kingdom
12685;01/09/09 10:35;25711;3600;Visa;54725;Senatobia                   ;MS;United States
12686;01/04/09 10:16;25712;1200;Mastercard;54726;Berlin;Berlin;Germany
12687;01/02/09 12:16;25713;1200;Mastercard;54727;Waldorf                     ;MD;United States
12688;1/28/09 12:31;25714;1200;Diners;54728;Brooklyn                    ;NY;United States
12689;1/14/09 12:07;25715;1200;Mastercard;54729;Lakeville                   ;MN;United States
12690;1/16/09 7:20;25716;3600;Mastercard;54730;Saint-Cergues;Rhone-Alpes;France
12691;01/06/09 09:55;25717;1200;Mastercard;54731;Vancouver;British Columbia;Canada
12692;01/07/09 12:55;25718;1200;Amex;54732;Stamford                    ;CT;United States
12693;1/19/09 12:14;25719;1200;Mastercard;54733;Rathfarnham;Dublin;Ireland
12694;1/13/09 15:19;25720;3600;Visa;54734;Paris;Ile-de-France;France
12695;1/18/09 8:56;25721;1200;Mastercard;54735;Howell                      ;MI;United States
12696;01/04/09 17:54;25722;1200;Amex;54736;Encinitas                   ;CA;United States
12697;01/05/09 13:46;25723;1200;Visa;54737;Atchison                    ;KS;United States
12698;01/05/09 10:49;25724;3600;Amex;54738;Mililani                    ;HI;United States
12699;01/12/09 18:24;25725;1200;Diners;54739;Victor                      ;NY;United States
12700;1/18/09 4:01;25726;1200;Visa;54740;Fairbanks                   ;AK;United States
12701;1/16/09 10:58;25727;1200;Visa;54741;Soro;Vestsjalland;Denmark
12702;1/13/09 8:20;25728;1200;Mastercard;54742;Warlingham;England;United Kingdom
12703;01/12/09 01:42;25729;1200;Mastercard;54743;Hamburg;Hamburg;Germany
12704;1/28/09 13:07;25730;1200;Amex;54744;Accokeek                    ;MD;United States
12705;1/29/09 5:43;25731;1200;Visa;54745;Sunnyvale                   ;CA;United States
12706;1/29/09 5:30;25732;1200;Diners;54746;Ithaca                      ;NY;United States
12707;1/13/09 18:08;25733;1200;Amex;54747;Houston                     ;TX;United States
12708;01/09/09 15:24;25734;1200;Mastercard;54748;Farmingtn Hls               ;MI;United States
12709;1/23/09 15:33;25735;1200;Mastercard;54749;Brooklyn                    ;NY;United States
12710;1/29/09 12:28;25736;1200;Mastercard;54750;Great Falls                 ;VA;United States
12711;1/13/09 11:31;25737;1200;Visa;54751;Gosport;England;United Kingdom
12712;1/29/09 10:09;25738;3600;Mastercard;54752;Scottsdale                  ;AZ;United States
12713;1/29/09 15:08;25739;1200;Visa;54753;Sunnyvale                   ;CA;United States
12714;01/04/09 05:12;25740;1200;Visa;54754;Songnae-dong;Soul-t'ukpyolsi;South Korea
12715;1/22/09 22:16;25741;3600;Mastercard;54755;Clyde Hill                  ;WA;United States
12716;01/05/09 19:26;25742;1200;Visa;54756;Ruschlikon;Zurich;Switzerland
12717;01/11/09 12:22;25743;1200;Visa;54757;Minneapolis                 ;MN;United States
12718;01/02/09 09:31;25744;1200;Visa;54758;Chicago                     ;IL;United States
12719;01/05/09 11:21;25745;1200;Visa;54759;Petworth;England;United Kingdom
12720;1/17/09 9:49;25746;1200;Diners;54760;Abu Dhabi;Abu Zaby;United Arab Emirates
12721;1/28/09 1:38;25747;1200;Mastercard;54761;Stockholm;Stockholm;Sweden
12722;1/19/09 10:32;25748;1200;Mastercard;54762;Queen Creek                 ;AZ;United States
12723;1/26/09 12:05;25749;1250;Mastercard;54763;Queen Creek                 ;AZ;United States
12724;01/07/09 18:53;25750;1200;Visa;54764;Durham                      ;NC;United States
12725;1/26/09 11:38;25751;1200;Mastercard;54765;Austin                      ;TX;United States
12726;01/08/09 13:19;25752;1200;Mastercard;54766;Glenn Dale                  ;MD;United States
12727;01/11/09 14:56;25753;1200;Visa;54767;Aardal;Sogn og Fjordane;Norway
12728;1/30/09 20:36;25754;1200;Visa;54768;Edinburg                    ;TX;United States
12729;01/01/09 08:09;25755;1200;Mastercard;54769;South Melbourne;Victoria;Australia
12730;1/17/09 11:09;25678;1200;Mastercard;54770;Fortaleza;Ceara;Brazil
12731;1/31/09 7:22;25679;1200;Visa;54771;Weston                      ;CT;United States
12732;1/31/09 9:12;25680;1200;Visa;54772;Reading;England;United Kingdom
12733;1/31/09 8:56;25681;1200;Mastercard;54773;Coconut Grove               ;FL;United States
12734;1/31/09 9:00;25682;1200;Visa;54774;London;England;United Kingdom
12735;01/11/09 14:07;25683;1200;Visa;54775;San Francisco               ;CA;United States
12736;01/01/09 12:25;25684;3600;Mastercard;54776;Zug;Zug;Switzerland
12737;1/31/09 11:14;25685;3600;Mastercard;54777;Scottsdale                  ;AZ;United States
12738;01/02/09 09:57;25686;1200;Amex;54778;Potomac Falls               ;VA;United States
12739;01/04/09 13:20;25687;1200;Mastercard;54779;Superior                    ;CO;United States
12740;1/22/09 12:32;25688;1200;Mastercard;54780;London;England;United Kingdom
12741;1/18/09 6:09;25689;1200;Mastercard;54781;Engleside                   ;VA;United States
12742;01/08/09 00:04;25690;1200;Visa;54782;New Plymouth City;Taranaki;New Zealand
12743;1/24/09 7:14;25691;1200;Mastercard;54783;Roanoke                     ;VA;United States
12744;1/24/09 11:05;25692;1200;Visa;54784;Norcross                    ;GA;United States
12745;01/06/09 15:12;25693;1200;Amex;54785;Sandy Plains                ;GA;United States
12746;1/24/09 17:06;25694;1200;Visa;54786;Saint Catharines;Ontario;Canada
12747;01/03/09 09:58;25695;1200;Visa;54787;Gainesville                 ;VA;United States
12748;01/09/09 16:35;25696;1200;Diners;54788;Nordstrand;Oslo;Norway
12749;01/12/09 14:50;25697;1200;Visa;54711;Arlington                   ;MA;United States
12750;01/07/09 13:49;25698;1200;Diners;54701;West Hills                  ;CA;United States
12751;01/09/09 19:41;25699;1200;Mastercard;54702;San Jose                    ;CA;United States
12752;1/26/09 4:53;25700;1200;Visa;54703;London;England;United Kingdom
12753;1/23/09 21:41;25701;1200;Visa;54704;Oak Park                    ;MI;United States
12754;01/06/09 16:07;25702;1200;Visa;54705;Terrell Hills               ;TX;United States
12755;01/10/09 07:55;25703;1200;Visa;54706;Jumeira;Dubayy;United Arab Emirates
12756;1/28/09 20:44;25704;1200;Visa;54707;Falmouth                    ;VA;United States
12757;01/09/09 03:38;25705;1200;Visa;54708;Lurgan;Northern Ireland;United Kingdom
12758;1/19/09 8:52;25706;1200;Visa;54709;Richmond                    ;TX;United States
12759;1/15/09 7:26;25707;1200;Mastercard;54710;Den Haag;Zuid-Holland;Netherlands
12760;1/30/09 19:12;25708;1200;Diners;54711;Ooltewah                    ;TN;United States
12761;01/05/09 12:41;25709;1200;Mastercard;54711;Pacific Beach               ;CA;United States
12762;1/28/09 20:59;25710;1200;Visa;54701;Austin                      ;TX;United States
12763;01/10/09 21:36;25711;1200;Visa;54702;Seattle                     ;WA;United States
12764;1/25/09 19:59;25712;1200;Visa;54703;Seattle                     ;WA;United States
12765;01/07/09 08:03;25713;1200;Amex;54704;Ottawa;Ontario;Canada
12766;1/21/09 9:07;25714;1200;Visa;54705;Vienna                      ;VA;United States
12767;1/23/09 14:43;25715;1200;Visa;54706;Torbay;Auckland;New Zealand
12768;01/05/09 13:07;25716;1200;Visa;54707;Shenfield;England;United Kingdom
12769;01/06/09 03:39;25717;1200;Visa;54708;Bergen;Hordaland;Norway
12770;1/15/09 15:26;25718;1200;Visa;54709;Bolton;England;United Kingdom
12771;1/23/09 4:47;25719;1200;Mastercard;54710;Sandymount;Dublin;Ireland
12772;01/12/09 10:05;25720;3600;Amex;54711;Bellinzona;Ticino;Switzerland
12773;1/30/09 5:13;25721;1200;Visa;54711;Antwerpen;Antwerpen;Belgium
12774;1/14/09 10:32;25722;7500;Mastercard;54701;Campinas;Sao Paulo;Brazil
12775;01/12/09 08:13;25723;1200;Amex;54702;Nacka;Stockholm;Sweden
12776;1/27/09 8:11;25724;1200;Visa;54703;Fremont                     ;CA;United States
12777;1/30/09 17:33;25725;1200;Visa;54704;Warwick;Queensland;Australia
12778;1/15/09 9:52;25726;1200;Amex;54705;Holmdel                     ;NJ;United States
12779;1/13/09 11:54;25727;1200;Visa;54706;Baltimore                   ;MD;United States
12780;1/21/09 11:00;25728;1200;Visa;54707;Saggart;Dublin;Ireland
12781;1/16/09 11:49;25729;1200;Mastercard;54708;Andover                     ;MA;United States
12782;01/01/09 09:35;25730;1200;Mastercard;54709;La Crescenta                ;CA;United States
12783;1/13/09 5:58;25731;1200;Mastercard;54710;Suwanee                     ;GA;United States
12784;01/06/09 16:08;25732;3600;Visa;54711;Seattle                     ;WA;United States
12785;01/05/09 10:25;25733;1200;Amex;54711;Arlington                   ;VA;United States
12786;01/04/09 21:08;25734;1200;Mastercard;54701;Calgary;Alberta;Canada
12787;01/12/09 20:43;25735;1200;Visa;54702;Kenmore                     ;WA;United States
12788;1/17/09 3:22;25736;1200;Visa;54703;Fresno                      ;CA;United States
12789;1/18/09 11:17;25737;1200;Amex;54704;Atascadero                  ;CA;United States
12790;1/27/09 9:01;25738;1200;Visa;54705;Barcelona;Catalonia;Spain
12791;01/08/09 08:11;25739;1200;Diners;54706;High Wycombe;England;United Kingdom
12792;1/26/09 23:28;25740;3600;Amex;54707;Tsaritsyno;Moscow City;Russia
12793;01/10/09 21:35;25741;1200;Mastercard;54708;Ajax;Ontario;Canada
12794;01/11/09 06:01;25742;1200;Mastercard;54709;New York                    ;NY;United States
12795;1/19/09 14:53;25743;1200;Mastercard;54710;Fairfield                   ;IA;United States
12796;1/22/09 7:14;25744;1200;Visa;54711;North Bay;Ontario;Canada
12797;1/15/09 8:12;25745;1200;Visa;54711;Marietta                    ;GA;United States
12798;01/07/09 06:33;25746;1200;Diners;54700;Clontarf;Dublin;Ireland
12799;01/12/09 08:05;25747;1200;Amex;54701;Danville                    ;PA;United States
12800;1/28/09 13:03;25748;3600;Amex;54702;Okotoks;Alberta;Canada
12801;1/25/09 8:54;25749;1200;Amex;54703;Anthem                      ;AZ;United States
12802;01/05/09 10:08;25750;1200;Visa;54704;Clonmel;Tipperary;Ireland
12803;01/05/09 19:29;25751;1200;Visa;54705;Arlington                   ;VA;United States
12804;01/07/09 19:06;25752;3600;Amex;54706;Orlando                     ;FL;United States
12805;1/23/09 11:33;25753;1200;Mastercard;54707;Walnut Creek                ;CA;United States
12806;01/03/09 21:11;25754;1200;Mastercard;54708;Centennial                  ;CO;United States
12807;01/11/09 17:28;25755;1200;Visa;54709;Newtown                     ;CT;United States
12808;1/21/09 20:18;25678;1200;Amex;54710;Vancouver;British Columbia;Canada
12809;1/24/09 10:23;25679;1200;Visa;54711;York;England;United Kingdom
12810;01/07/09 14:55;25680;1200;Visa;54701;Drogheda;Louth;Ireland
12811;1/29/09 10:38;25681;1200;Visa;54702;Saddle Brook                ;NJ;United States
12812;01/08/09 14:04;25682;1200;Amex;54703;San Diego                   ;CA;United States
12813;1/31/09 21:50;25683;1200;Visa;54704;Issaquah                    ;WA;United States
12814;01/01/09 16:00;25684;1200;Visa;54705;Bolton;England;United Kingdom
12815;1/30/09 13:13;25685;1200;Visa;54706;Lexington                   ;MA;United States
12816;1/27/09 16:50;25686;1200;Visa;54707;Altadena                    ;CA;United States
12817;1/30/09 7:42;25687;250;Visa;54708;Altadena                    ;CA;United States
12818;1/17/09 15:48;25688;3600;Visa;54709;Davis                       ;CA;United States
12819;01/12/09 11:40;25689;3600;Visa;54710;Toronto;Ontario;Canada
12820;1/30/09 20:27;25690;1200;Mastercard;54711;Pasadena                    ;CA;United States
12821;1/27/09 18:35;25691;1200;Mastercard;54712;Buffalo Grove               ;IL;United States
12822;1/16/09 12:47;25692;1200;Visa;54713;London;England;United Kingdom
12823;01/02/09 02:50;25693;1200;Visa;54714;Newcastle;Wicklow;Ireland
12824;1/21/09 5:39;25694;1200;Amex;54715;Norwalk                     ;CT;United States
12825;1/28/09 1:28;25695;1200;Diners;54716;Besancon;Franche-Comte;France
12826;01/08/09 13:33;25696;1200;Visa;54717;Monte-Carlo; ;Monaco
12827;1/22/09 12:09;25697;1200;Visa;54718;Monaco; ;Monaco
12828;1/20/09 8:23;25698;1200;Mastercard;54719;Floyds Knobs                ;IN;United States
12829;01/02/09 07:47;25699;1200;Diners;54720;London;England;United Kingdom
12830;01/11/09 04:55;25700;1200;Amex;54721;Marietta                    ;GA;United States
12831;1/23/09 7:47;25701;1800;Amex;54722;Marietta                    ;GA;United States
12832;1/21/09 23:19;25702;1200;Amex;54723;Hon                         ;HI;United States
12833;01/11/09 04:29;25703;7500;Visa;54724;Knoxville                   ;TN;United States
12834;01/11/09 04:39;25704;1200;Visa;54725;Knoxville                   ;TN;United States
12835;01/10/09 08:13;25705;1200;Mastercard;54726;Edinburgh;Scotland;United Kingdom
12836;1/22/09 12:55;25706;1200;Visa;54727;Paris;Ile-de-France;France
12837;1/17/09 15:00;25707;1200;Visa;54728;Humble                      ;TX;United States
12838;01/04/09 14:06;25708;1200;Visa;54729;Mashpee                     ;MA;United States
12839;1/30/09 17:09;25709;1200;Mastercard;54730;Hong Kong; ;Hong Kong
12840;1/20/09 5:01;25710;1200;Visa;54731;Birmingham                  ;MI;United States
12841;1/26/09 14:37;25711;1200;Visa;54732;St Augustine                ;FL;United States
12842;1/29/09 13:27;25712;1200;Visa;54733;Salt Lake City              ;UT;United States
12843;01/12/09 10:33;25713;1200;Amex;54734;Seattle                     ;WA;United States
12844;01/05/09 08:28;25714;1200;Visa;54735;Ruti;Zurich;Switzerland
12845;1/25/09 16:11;25715;7500;Visa;54736;Rogers                      ;AR;United States
12846;1/25/09 20:44;25716;1200;Visa;54737;Rogers                      ;AR;United States
12847;1/26/09 11:36;25717;1200;Visa;54738;Dun Laoghaire;Dublin;Ireland
12848;1/27/09 2:32;25718;1200;Visa;54739;Perth;Scotland;United Kingdom
12849;1/18/09 13:36;25719;1200;Amex;54740;London;England;United Kingdom
12850;01/07/09 05:53;25720;1200;Visa;54741;Gries;Rhineland-Palatinate;Germany
12851;1/25/09 1:53;25721;7500;Visa;54742;Pietermaritzburg;KwaZulu-Natal;South Africa
12852;1/18/09 11:42;25722;1200;Visa;54743;Sutton Valence;England;United Kingdom
12853;1/13/09 1:46;25723;1200;Mastercard;54744;Lyngby;Kobenhavn;Denmark
12854;01/02/09 15:57;25724;1200;Diners;54745;Alpine                      ;NJ;United States
12855;1/25/09 8:50;25725;1200;Mastercard;54746;Zurich;Zurich;Switzerland
12856;1/14/09 8:16;25726;3600;Amex;54747;Saskatoon;Saskatchewan;Canada
12857;1/27/09 11:21;25727;1200;Mastercard;54748;Pacific Palisades           ;CA;United States
12858;01/08/09 10:13;25728;1200;Diners;54749;Fort Saint James;British Columbia;Canada
12859;01/05/09 07:47;25729;1200;Amex;54750;Versoix;Geneve;Switzerland
12860;1/22/09 9:00;25730;1200;Visa;54751;Trumansburg                 ;NY;United States
12861;1/25/09 12:59;25731;1200;Visa;54752;Kennett Square              ;PA;United States
12862;01/10/09 19:28;25732;3600;Visa;54753;San Jose                    ;CA;United States
12863;01/08/09 19:29;25733;3600;Mastercard;54754;Ban Khlong Sip;Krung Thep;Thailand
12864;01/08/09 12:04;25734;1200;Visa;54755;Morro Bay                   ;CA;United States
12865;01/04/09 16:59;25735;1200;Visa;54756;Parramatta;New South Wales;Australia
12866;1/30/09 11:56;25736;1200;Mastercard;54757;Dumbleton;England;United Kingdom
12867;01/06/09 05:10;25737;1200;Visa;54758;Altlengbach;Lower Austria;Austria
12868;1/14/09 3:39;25738;1200;Visa;54759;Ballincollig;Cork;Ireland
12869;1/14/09 3:47;25739;1200;Visa;54760;Ballincollig;Cork;Ireland
12870;1/19/09 3:19;25740;1200;Mastercard;54761;Zagore;Stara Zagora;Bulgaria
12871;01/07/09 01:42;25741;1200;Mastercard;54762;Vecmilgravis;Riga;Latvia
12872;01/07/09 13:01;25742;3600;Visa;54763;Trelex;Vaud;Switzerland
12873;1/27/09 2:35;25743;1200;Visa;54764;Ornex;Rhone-Alpes;France
12874;01/03/09 14:14;25744;1200;Visa;54765;Las Vegas                   ;NV;United States
12875;1/22/09 12:37;25745;3600;Amex;54766;San Anselmo                 ;CA;United States
12876;1/29/09 6:49;25746;1200;Mastercard;54767;Hannover;Lower Saxony;Germany
12877;01/06/09 09:45;25747;1200;Diners;54768;N Woodmere                  ;NY;United States
12878;01/12/09 11:16;25748;1200;Visa;54769;Madrid;Madrid;Spain
12879;1/13/09 13:49;25749;1200;Visa;54770;Castlebar;Mayo;Ireland
12880;01/12/09 07:23;25750;1200;Visa;54771;Fairfax                     ;CA;United States
12881;1/30/09 4:48;25751;1200;Visa;54772;Chandler                    ;AZ;United States
12882;1/22/09 16:29;25752;1200;Visa;54773;Dammeron Valley             ;UT;United States
12883;1/27/09 6:26;25753;1200;Mastercard;54774;Buffalo                     ;NY;United States
12884;1/15/09 10:16;25754;7500;Visa;54775;Olive Branch                ;MS;United States
12885;1/19/09 18:54;25755;1200;Amex;54776;Warwick                     ;NY;United States
12886;01/02/09 22:44;25678;3600;Visa;54777;Gisborne;Victoria;Australia
12887;01/01/09 18:32;25679;1200;Amex;54778;San Mateo                   ;CA;United States
12888;1/14/09 1:28;25680;1200;Mastercard;54779;Milton Keynes;England;United Kingdom
12889;1/20/09 8:08;25681;1200;Mastercard;54780;Kecskemet;Bacs-Kiskun;Hungary
12890;1/29/09 2:48;25682;1200;Visa;54781;Nakskov;Storstrom;Denmark
12891;1/24/09 18:02;25683;1200;Visa;54782;Aloma                       ;FL;United States
12892;01/07/09 08:26;25684;1200;Diners;54783;Chandler                    ;AZ;United States
12893;1/24/09 3:36;25685;1200;Visa;54784;Kjobenhavn;Staden Kobenhavn;Denmark
12894;01/05/09 15:23;25686;1200;Visa;54785;Stockton;England;United Kingdom
12895;1/25/09 16:17;25687;1200;Amex;54786;Cumming                     ;GA;United States
12896;1/15/09 10:37;25688;1200;Visa;54787;Little Compton              ;RI;United States
12897;1/20/09 15:28;25689;1200;Visa;54788;Centennial                  ;CO;United States
12898;1/28/09 18:00;25690;13;Visa;54711;Centennial                  ;CO;United States
12899;1/29/09 5:06;25691;1200;Amex;54701;Herndon                     ;VA;United States
12900;01/06/09 18:53;25692;1200;Visa;54702;Vista                       ;CA;United States
12901;1/21/09 6:55;25693;1200;Visa;54703;Oostburg                    ;WI;United States
12902;1/26/09 20:18;25694;1200;Mastercard;54704;Griffith;New South Wales;Australia
12903;1/25/09 17:58;25695;3600;Visa;54705;Ann Arbor                   ;MI;United States
12904;01/09/09 14:37;25696;1200;Visa;54706;South Jordan                ;UT;United States
12905;1/25/09 2:46;25697;3600;Visa;54707;Dubai;Dubayy;United Arab Emirates
12906;1/17/09 20:46;25698;3600;Visa;54708;Dubai;Dubayy;United Arab Emirates
12907;1/24/09 7:18;25699;3600;Visa;54709;Kirriemuir;Scotland;United Kingdom
12908;01/11/09 07:09;25700;1200;Visa;54710;Tramore;Waterford;Ireland
12909;01/08/09 04:15;25701;1200;Visa;54711;Gdansk;Pomorskie;Poland
12910;1/22/09 10:47;25702;1200;Visa;54711;Arklow;Wicklow;Ireland
12911;1/26/09 20:47;25703;1200;Mastercard;54701;Lincoln                     ;NE;United States
12912;01/12/09 12:22;25704;1200;Mastercard;54702;Tierp;Uppsala;Sweden
12913;1/26/09 1:44;25705;3600;Visa;54703;Brussels;Brussels (Bruxelles);Belgium
12914;1/18/09 12:57;25706;1200;Mastercard;54704;Burr Oak                    ;IA;United States
12915;1/24/09 21:26;25707;1200;Visa;54705;Wheaton                     ;IL;United States
12916;1/26/09 12:26;25708;3600;Mastercard;54706;Killeen                     ;TX;United States
12917;01/05/09 07:37;25709;1200;Visa;54707;Manhattan                   ;NY;United States
12918;1/14/09 12:33;25710;1200;Visa;54708;Oxford;England;United Kingdom
12919;1/14/09 0:15;25711;3600;Visa;54709;Paris;Ile-de-France;France
12920;01/01/09 12:42;25712;1200;Visa;54710;Exeter;England;United Kingdom
12921;01/06/09 06:07;25713;1200;Visa;54711;Rungsted;Frederiksborg;Denmark
12922;1/15/09 5:11;25714;3600;Visa;54711;London;England;United Kingdom
12923;1/17/09 4:03;25715;1200;Visa;54701;Borja;Bohol;Philippines
12924;1/19/09 10:13;25716;3600;Mastercard;54702;London;England;United Kingdom
12925;1/18/09 9:42;25717;1200;Visa;54703;Jamestown                   ;RI;United States
12926;01/09/09 11:14;25718;1200;Visa;54704;Owings Mills                ;MD;United States
12927;01/10/09 13:42;25719;1200;Visa;54705;Hamilton;Ontario;Canada
12928;01/07/09 07:28;25720;1200;Amex;54706;Anchorage                   ;AK;United States
12929;1/18/09 6:46;25721;1200;Visa;54707;Mornington;Meath;Ireland
12930;1/30/09 12:18;25722;1200;Mastercard;54708;Fullerton                   ;CA;United States
12931;01/06/09 05:42;25723;1200;Amex;54709;Atlanta                     ;GA;United States
12932;01/02/09 10:58;25724;3600;Visa;54710;Toronto;Ontario;Canada
12933;01/08/09 03:29;25725;1200;Visa;54711;Liverpool;England;United Kingdom
12934;01/12/09 13:23;25726;3600;Amex;54711;Ponte San Nicolo;Veneto;Italy
12935;1/19/09 9:34;25727;1200;Amex;54701;Las Vegas                   ;NV;United States
12936;01/09/09 07:49;25728;1200;Visa;54702;Rochester Hills             ;MI;United States
12937;1/15/09 5:27;25729;3600;Visa;54703;North Bay;Ontario;Canada
12938;01/08/09 23:40;25730;1200;Visa;54704;Lindfield;New South Wales;Australia
12939;1/27/09 11:02;25731;1200;Mastercard;54705;Madrid;Madrid;Spain
12940;1/14/09 13:23;25732;1200;Diners;54706;Wisconsin Rapids            ;WI;United States
12941;01/07/09 20:01;25733;1200;Visa;54707;Austin                      ;TX;United States
12942;1/20/09 12:32;25734;1200;Visa;54708;Chicago                     ;IL;United States
12943;01/06/09 14:35;25735;1200;Diners;54709;Las Vegas                   ;NV;United States
12944;01/04/09 06:51;25736;1200;Visa;54710;Mullingar;Westmeath;Ireland
12945;1/24/09 18:30;25737;1200;Visa;54711;Melbourne;Victoria;Australia
12946;1/25/09 5:57;25738;1200;Amex;54711;Ayacucho;Buenos Aires;Argentina
12947;01/05/09 10:02;25739;3600;Visa;54700;Eagan                       ;MN;United States
12948;1/13/09 9:14;25740;1200;Visa;54701;Vossevangen;Hordaland;Norway
12949;1/22/09 7:35;25741;1200;Visa;54702;Ferney-Voltaire;Rhone-Alpes;France
12950;01/02/09 11:06;25742;1200;Mastercard;54703;Sevilla;Andalucia;Spain
12951;01/11/09 09:50;25743;1200;Visa;54704;Munchengosserstadt;Thuringia;Germany
12952;1/21/09 20:44;25744;1200;Mastercard;54705;Lindenhurst                 ;NY;United States
12953;01/05/09 09:09;25745;1200;Visa;54706;Bloomfield                  ;MI;United States
12954;01/05/09 12:41;25746;1200;Visa;54707;Calgary;Alberta;Canada
12955;1/28/09 12:54;25747;3600;Mastercard;54708;Vancouver;British Columbia;Canada
12956;1/21/09 4:46;25748;1200;Visa;54709;Klampenborg;Kobenhavn;Denmark
12957;01/07/09 13:28;25749;1200;Visa;54710;Calne;England;United Kingdom
12958;1/27/09 11:18;25750;3600;Amex;54711;Los Angeles                 ;CA;United States
12959;01/07/09 12:39;25751;3600;Visa;54701;Milano;Lombardy;Italy
12960;1/24/09 13:54;25752;3600;Mastercard;54702;Kloten;Zurich;Switzerland
12961;1/30/09 6:48;25753;1200;Mastercard;54703;Fayetteville                ;NC;United States
12962;1/22/09 18:07;25754;1200;Visa;54704;Simpsonville                ;SC;United States
12963;1/29/09 15:03;25755;1200;Visa;54705;Auckland;Auckland;New Zealand
12964;01/02/09 14:14;25678;1200;Diners;54706;Reading;England;United Kingdom
12965;1/19/09 11:05;25679;1200;Visa;54707;North Caldwell              ;NJ;United States
12966;1/28/09 16:17;25680;1200;Mastercard;54708;Coventry;England;United Kingdom
12967;01/08/09 12:46;25681;1200;Mastercard;54709;Orillia;Ontario;Canada
12968;1/29/09 16:07;25682;1200;Diners;54710;Paris;Ile-de-France;France
12969;1/29/09 13:41;25683;1200;Visa;54711;San Jose                    ;CA;United States
12970;01/08/09 06:29;25684;1200;Visa;54712;Ingelheim-Mitte;Rhineland-Palatinate;Germany
12971;01/04/09 12:53;25685;1200;Diners;54713;Leamington Spa;England;United Kingdom
12972;1/14/09 12:55;25686;1200;Visa;54714;Regensdorf;Zurich;Switzerland
12973;1/14/09 6:35;25687;1200;Visa;54715;Melbourne;Victoria;Australia
12974;1/27/09 13:08;25688;1200;Mastercard;54716;Geneve;Geneve;Switzerland
12975;1/31/09 23:09;25689;1200;Diners;54717;Vaucluse;New South Wales;Australia
12976;1/21/09 14:34;25690;1200;Mastercard;54718;Klosterneuburg;Lower Austria;Austria
12977;1/16/09 8:28;25691;1200;Visa;54719;Rancho Cordova              ;CA;United States
12978;01/11/09 09:55;25692;1200;Visa;54720;Creemore;Ontario;Canada
12979;01/08/09 02:46;25693;1200;Mastercard;54721;Sidcup;England;United Kingdom
12980;1/26/09 7:11;25694;1200;Visa;54722;Minneapolis                 ;MN;United States
12981;1/31/09 5:39;25695;3600;Mastercard;54723;Phoenix                     ;MD;United States
12982;01/09/09 08:35;25696;1200;Amex;54724;Edmonton;Alberta;Canada
12983;1/24/09 3:25;25697;1200;Visa;54725;Lyndoch;South Australia;Australia
12984;1/26/09 8:45;25698;1200;Visa;54726;Larchmont                   ;NY;United States
12985;1/23/09 10:45;25699;1200;Visa;54727;Saint Charles               ;IL;United States
12986;1/28/09 8:50;25700;1200;Visa;54728;Brentwood                   ;TN;United States
12987;1/15/09 19:10;25701;3600;Diners;54729;Pensacola                   ;FL;United States
12988;01/09/09 20:25;25702;1200;Diners;54730;Kelowna;British Columbia;Canada
12989;1/15/09 21:53;25703;1200;Visa;54731;Toronto;Ontario;Canada
12990;01/12/09 00:17;25704;1200;Mastercard;54732;Brondby Strand;Kobenhavn;Denmark
12991;1/25/09 10:32;25705;1200;Mastercard;54733;Florence;Tuscany;Italy
12992;01/12/09 23:35;25706;1200;Visa;54734;Perth;Western Australia;Australia
12993;01/11/09 06:09;25707;1200;Amex;54735;Saint Petersburg            ;FL;United States
12994;01/03/09 13:35;25708;1200;Mastercard;54736;Aubonne;Vaud;Switzerland
12995;1/18/09 11:03;25709;3600;Amex;54737;Gava;Catalonia;Spain
12996;01/05/09 18:55;25710;1200;Visa;54738;Mc Lean                     ;VA;United States
12997;01/02/09 18:54;25711;1200;Mastercard;54739;Hendersonville              ;TN;United States
12998;1/13/09 14:44;25712;3600;Visa;54740;Zurich;Zurich;Switzerland
12999;01/04/09 04:05;25713;1200;Mastercard;54741;Watford;England;United Kingdom
13000;1/27/09 12:47;25714;1200;Visa;54742;Amsterdam;Noord-Holland;Netherlands
