Transaction_ID;Transaction_date;Supplier;Price;Payment_Type;Client ID;City;State;Country;Account_Created;Last_Login
12564;1/21/09 14:25;25746;1200;Visa;54753;Castricum;Noord-Holland;Netherlands;12/28/07 15:28;1/22/09 0:38
12565;1/18/09 16:50;25747;1200;Visa;54754;North Brunswick             ;NJ;United States;1/18/09 16:25;1/22/09 1:17
12566;1/21/09 12:08;25748;3600;Visa;54755;Jacksonville                ;FL;United States;1/21/09 11:39;1/22/09 6:13
12567;1/22/09 6:41;25749;1200;Visa;54756;Baytown                     ;TX;United States;1/22/09 4:32;1/22/09 6:54
12568;01/12/09 09:23;25750;1200;Mastercard;54757;Winter Haven                ;FL;United States;01/10/09 14:55;1/22/09 7:59
12569;1/22/09 8:23;25751;1200;Visa;54758;Gonzaga Univ                ;WA;United States;1/22/09 7:55;1/22/09 8:14
12570;01/03/09 06:41;25752;3600;Visa;54759;Malmo;Skane;Sweden;08/07/08 09:24;1/22/09 11:24
12571;01/01/09 12:20;25753;3600;Visa;54760;San Pawl tat-Targa; ;Malta;9/17/05 3:32;1/22/09 12:00
12572;01/04/09 22:00;25754;3600;Amex;54761;Wiesbaden;Hessen;Germany;01/04/09 11:32;1/22/09 12:21
12573;1/21/09 2:15;25755;1200;Visa;54762;London;England;United Kingdom;01/08/09 02:50;1/22/09 13:46
12574;01/01/09 14:22;25678;1200;Mastercard;54763;Stavanger;Rogaland;Norway;6/19/08 10:48;1/22/09 14:38
12575;1/16/09 1:07;25679;3600;Diners;54764;Cork;Cork;Ireland;1/14/09 4:10;1/22/09 15:06
12576;1/20/09 8:51;25680;1200;Visa;54765;Winchester                  ;MA;United States;7/23/08 14:59;1/22/09 18:08
12577;01/04/09 09:02;25681;1200;Visa;54766;Calgary;Alberta;Canada;12/13/08 19:20;1/22/09 19:27
12578;01/06/09 08:34;25682;1200;Visa;54767;Dallas                      ;TX;United States;01/05/09 15:00;1/22/09 21:41
12579;01/08/09 04:16;25683;1200;Visa;54768;Malahide;Dublin;Ireland;4/18/06 13:26;1/23/09 2:21
12580;1/23/09 3:33;25684;3600;Mastercard;54769;Saint Paul                  ;MN;United States;1/23/09 3:00;1/23/09 3:00
12581;01/06/09 04:18;25685;1200;Visa;54770;Edinburgh;Scotland;United Kingdom;01/06/09 03:38;1/23/09 3:22
12582;1/23/09 3:30;25686;1200;Amex;54771;Naarden;Noord-Holland;Netherlands;1/23/09 3:27;1/23/09 3:40
12583;01/10/09 04:04;25687;1200;Visa;54772;Oldenburg;Lower Saxony;Germany;12/20/08 8:41;1/23/09 5:28
12584;01/05/09 02:57;25688;7500;Visa;54773;Rennes;Brittany;France;12/29/08 3:16;1/23/09 7:29
12585;1/21/09 14:15;25689;1200;Amex;54774;Ely                         ;NV;United States;1/21/09 13:56;1/23/09 10:35
12586;1/21/09 6:39;25690;1200;Amex;54775;Norfolk                     ;VA;United States;7/30/07 21:10;1/23/09 12:48
12587;1/19/09 8:14;25691;1200;Visa;54776;Houston                     ;TX;United States;01/04/09 12:39;1/23/09 12:52
12588;1/23/09 8:00;25692;1200;Diners;54777;Chepel;Budapest;Hungary;1/22/09 9:55;1/23/09 12:59
12589;1/22/09 23:35;25693;1200;Mastercard;54778;Buffalo Grove               ;IL;United States;1/22/09 23:23;1/23/09 22:05
12590;1/14/09 3:09;25694;1200;Mastercard;54779;Newburgh;Scotland;United Kingdom;4/25/07 5:08;1/24/09 2:12
12591;1/16/09 1:51;25695;1200;Visa;54780;Vienna;Vienna;Austria;1/16/09 1:38;1/24/09 5:39
12592;01/01/09 06:29;25696;1200;Mastercard;54781;Vicenza;Veneto;Italy;08/03/07 02:48;1/24/09 5:51
12593;1/21/09 7:59;25697;1200;Visa;54782;Mechanics Grove             ;PA;United States;04/07/08 17:15;1/24/09 6:01
12594;1/23/09 7:37;25698;3600;Amex;54783;Miami                       ;FL;United States;1/23/09 6:32;1/24/09 6:54
12595;1/18/09 14:39;25699;1200;Visa;54784;Silver Spring               ;MD;United States;01/05/09 15:43;1/24/09 7:31
12596;1/24/09 9:01;25700;3600;Visa;54785;Kirriemuir;Scotland;United Kingdom;1/24/09 8:02;1/24/09 8:02
12597;1/15/09 1:41;25701;1200;Diners;54786;Roquefort;Provence-Alpes-Cote d'Azur;France;1/14/09 4:13;1/24/09 8:36
12598;1/17/09 7:23;25702;1200;Visa;54787;Portland                    ;OR;United States;11/28/07 10:05;1/24/09 8:54
12599;1/23/09 11:37;25703;1200;Diners;54788;Staten Island               ;NY;United States;1/23/09 10:42;1/24/09 8:59
12600;1/19/09 15:02;25704;1200;Mastercard;54711;San Antonio                 ;TX;United States;1/19/09 14:43;1/24/09 10:26
12601;01/11/09 07:10;25705;3600;Visa;54701;Guildford;England;United Kingdom;03/07/06 05:47;1/24/09 14:54
12602;01/10/09 03:28;25706;1200;Visa;54702;Horten;Vestfold;Norway;11/24/08 15:50;1/24/09 15:10
12603;01/07/09 19:03;25707;3600;Mastercard;54703;Englewood                   ;CO;United States;12/17/07 19:55;1/24/09 19:19
12604;1/17/09 14:02;25708;1200;Visa;54704;San Antonio                 ;TX;United States;12/07/05 19:48;1/24/09 21:29
12605;1/25/09 0:09;25709;1200;Visa;54705;Princeville                 ;HI;United States;6/20/08 22:08;1/25/09 0:12
12606;01/09/09 14:27;25710;1200;Visa;54706;Castleknock;Dublin;Ireland;6/14/07 13:14;1/25/09 0:57
12607;01/09/09 14:32;25711;1200;Visa;54707;Castleknock;Dublin;Ireland;6/14/07 13:14;1/25/09 0:57
12608;01/11/09 15:59;25712;1200;Visa;54708;Bishops Stortford;England;United Kingdom;1/17/06 8:51;1/25/09 3:03
12609;01/06/09 14:38;25713;3600;Mastercard;54709;Den Haag;Zuid-Holland;Netherlands;5/14/07 12:48;1/25/09 3:13
12610;01/06/09 09:52;25714;1200;Mastercard;54710;Lafayette                   ;CA;United States;01/03/09 15:01;1/25/09 10:19
12611;01/01/09 09:21;25715;1200;Diners;54711;Blackpool;England;United Kingdom;01/01/09 08:05;1/25/09 10:52
12612;01/03/09 07:58;25716;1200;Mastercard;54711;Hellerup;Kobenhavn;Denmark;01/02/09 12:27;1/25/09 11:13
12613;01/11/09 11:36;25717;1200;Mastercard;54701;London;England;United Kingdom;10/14/08 14:23;1/25/09 11:16
12614;1/13/09 14:53;25718;1200;Visa;54702;N Java                      ;NY;United States;1/13/09 13:22;1/25/09 11:33
12615;01/01/09 10:06;25719;3600;Mastercard;54703;Munich;Bayern;Germany;01/01/09 09:13;1/25/09 11:37
12616;1/16/09 5:07;25720;1200;Amex;54704;Brulon;Pays de la Loire;France;08/06/07 07:48;1/25/09 11:42
12617;01/06/09 16:37;25721;1200;Visa;54705;Austin                      ;TX;United States;12/28/08 12:31;1/25/09 12:17
12618;1/18/09 17:21;25722;1200;Mastercard;54706;Midland Park                ;NJ;United States;01/11/09 20:59;1/25/09 14:00
12619;1/13/09 15:18;25723;1200;Amex;54707;Centerport                  ;NY;United States;1/13/09 14:46;1/25/09 14:01
12620;1/24/09 8:21;25724;1200;Mastercard;54708;Neustift am Walde;Vienna;Austria;7/19/05 12:42;1/25/09 14:22
12621;1/24/09 8:25;25725;1200;Mastercard;54709;Neustift am Walde;Vienna;Austria;7/19/05 12:42;1/25/09 14:22
12622;1/18/09 13:06;25726;1200;Diners;54710;Shorewood                   ;MN;United States;1/18/09 8:44;1/25/09 14:49
12623;1/22/09 18:44;25727;1200;Visa;54711;Southlake                   ;TX;United States;1/22/09 17:24;1/25/09 15:02
12624;01/08/09 08:58;25728;1200;Mastercard;54711;Huntington                  ;NY;United States;01/08/09 08:22;1/25/09 17:39
12625;01/04/09 09:54;25729;1200;Mastercard;54701;The Woodlands               ;TX;United States;12/30/08 20:41;1/25/09 18:23
12626;1/13/09 20:22;25730;1200;Visa;54702;Kelowna;British Columbia;Canada;08/02/08 14:28;1/25/09 19:25
12627;01/09/09 10:22;25731;1200;Mastercard;54703;White House                 ;TN;United States;01/05/09 14:49;1/25/09 19:35
12628;01/05/09 12:28;25732;1200;Visa;54704;Rungsted;Frederiksborg;Denmark;01/05/09 12:02;1/25/09 23:22
12629;1/26/09 3:43;25733;1200;Mastercard;54705;Lake Mahopac                ;NY;United States;1/26/09 3:10;1/26/09 3:10
12630;1/26/09 3:49;25734;3600;Mastercard;54706;Biot;Provence-Alpes-Cote d'Azur;France;03/01/08 00:00;1/26/09 3:18
12631;01/11/09 13:16;25735;3600;Visa;54707;Plantation                  ;FL;United States;01/11/09 12:20;1/26/09 3:42
12632;1/22/09 15:32;25736;1200;Mastercard;54708;Killiney;Dublin;Ireland;2/27/07 11:35;1/26/09 4:32
12633;01/09/09 14:25;25737;1200;Amex;54709;Guer;Brittany;France;04/07/08 00:00;1/26/09 5:32
12634;1/21/09 11:28;25738;800;Amex;54710;Arlington                   ;VA;United States;9/25/05 20:26;1/26/09 6:23
12635;01/01/09 14:19;25739;1200;Mastercard;54711;Three Hills;Alberta;Canada;5/21/08 11:39;1/26/09 7:17
12636;1/26/09 4:30;25740;1200;Visa;54711;Great Falls;Virginia;United States;1/26/09 0:00;1/26/09 7:48
12637;01/07/09 04:45;25741;1200;Amex;54701;London;England;United Kingdom;01/07/09 04:30;1/26/09 8:01
12638;01/11/09 12:12;25742;1200;Visa;54702;Clontarf;Dublin;Ireland;11/30/05 12:50;1/26/09 10:00
12639;1/26/09 10:24;25743;1200;Visa;54703;Vancouver;British Columbia;Canada;12/01/08 18:30;1/26/09 10:12
12640;1/26/09 8:58;25744;1200;Diners;54704;London;England;United Kingdom;1/26/09 8:46;1/26/09 11:14
12641;01/07/09 17:51;25745;1200;Visa;54705;Dickerson                   ;MD;United States;1/13/06 9:38;1/26/09 11:35
12642;1/18/09 20:16;25746;1200;Mastercard;54706;Princeton                   ;NJ;United States;1/18/09 19:47;1/26/09 13:07
12643;1/13/09 9:51;25747;1200;Mastercard;54707;Calgary;Alberta;Canada;01/04/09 23:43;1/26/09 17:24
12644;1/24/09 18:43;25748;1200;Visa;54708;North Tustin                ;CA;United States;01/11/09 13:33;1/26/09 21:29
12645;01/05/09 00:46;25749;1200;Amex;54709;Gurgaon;Haryana;India;01/02/09 03:03;1/27/09 0:17
12646;01/09/09 01:12;25750;1200;Visa;54710;Rambouillet;Ile-de-France;France;6/18/08 6:35;1/27/09 2:56
12647;1/26/09 6:25;25751;1200;Visa;54711;Gladwyne                    ;PA;United States;1/19/09 6:38;1/27/09 3:58
12648;1/21/09 16:57;25752;1200;Mastercard;54711;Houston                     ;TX;United States;1/21/09 16:37;1/27/09 4:43
12649;01/05/09 05:33;25753;1200;Mastercard;54700;London;England;United Kingdom;12/08/05 13:22;1/27/09 4:49
12650;1/27/09 5:10;25754;1200;Visa;54701;Slough;England;United Kingdom;1/15/09 10:07;1/27/09 4:51
12651;01/07/09 08:00;25755;1200;Mastercard;54702;Glan-Munchweiler;Rhineland-Palatinate;Germany;5/26/05 7:00;1/27/09 6:30
12652;1/20/09 7:08;25678;3600;Visa;54703;Downingtown                 ;PA;United States;1/19/09 8:06;1/27/09 6:38
12653;1/27/09 2:26;25679;1200;Diners;54704;MT Pleasant                 ;TX;United States;1/27/09 2:16;1/27/09 6:41
12654;01/05/09 06:14;25680;1200;Mastercard;54705;Veigy-Foncenex;Rhone-Alpes;France;01/05/09 04:52;1/27/09 7:01
12655;1/13/09 8:11;25681;3600;Visa;54706;Katy                        ;TX;United States;5/27/08 11:01;1/27/09 7:49
12656;01/10/09 09:18;25682;1200;Diners;54707;Gorey; ;Jersey;05/09/06 10:43;1/27/09 7:51
12657;01/08/09 18:52;25683;1200;Visa;54708;Belgrade                    ;MT;United States;01/07/09 15:30;1/27/09 9:40
12658;01/12/09 10:06;25684;1200;Mastercard;54709;Calgary;Alberta;Canada;01/10/09 14:15;1/27/09 14:26
12659;01/01/09 19:25;25685;1200;Diners;54710;Toronto;Ontario;Canada;01/08/08 20:41;1/27/09 14:59
12660;1/27/09 15:28;25686;1200;Visa;54711;Corrales                    ;NM;United States;1/17/09 17:52;1/27/09 15:17
12661;01/02/09 18:43;25687;1200;Visa;54701;Cork;Cork;Ireland;12/22/08 15:39;1/27/09 15:43
12662;01/08/09 18:41;25688;1200;Diners;54702;Tenafly                     ;NJ;United States;12/09/07 17:59;1/27/09 18:12
12663;01/04/09 18:34;25689;1200;Visa;54703;Leesburg                    ;VA;United States;01/04/09 16:53;1/27/09 18:37
12664;1/25/09 8:32;25690;1200;Visa;54704;Alcona;Ontario;Canada;9/17/07 17:41;1/27/09 19:53
12665;1/23/09 22:19;25691;1200;Mastercard;54705;Kuala Lumpur;Kuala Lumpur;Malaysia;1/23/09 22:10;1/27/09 19:54
12666;01/07/09 10:03;25692;1200;Mastercard;54706;Sydney;New South Wales;Australia;12/01/08 06:09;1/27/09 20:18
12667;1/18/09 3:46;25693;1200;Visa;54707;Nerang;Queensland;Australia;1/18/09 0:54;1/27/09 23:52
12668;1/28/09 0:40;25694;1200;Mastercard;54708;Bryceville                  ;FL;United States;1/27/09 22:04;1/28/09 0:01
12669;01/02/09 15:18;25695;1200;Diners;54709;Saffron Walden;England;United Kingdom;09/01/04 02:08;1/28/09 1:26
12670;1/18/09 13:59;25696;1200;Diners;54710;Sutton;Dublin;Ireland;12/01/05 19:57;1/28/09 4:07
12671;1/16/09 9:54;25697;1200;Mastercard;54711;Durban;KwaZulu-Natal;South Africa;08/03/08 18:20;1/28/09 6:26
12672;1/28/09 7:07;25698;1200;Visa;54712;Berkeswell;England;United Kingdom;1/28/09 6:57;1/28/09 7:18
12673;1/28/09 7:31;25699;1200;Visa;54713;Dryden                      ;VA;United States;1/28/09 7:22;1/28/09 7:34
12674;1/18/09 12:32;25700;1200;Visa;54714;Santry;Dublin;Ireland;12/14/08 14:26;1/28/09 7:41
12675;1/13/09 14:05;25701;1200;Amex;54715;Barcelona;Catalonia;Spain;01/09/09 07:54;1/28/09 7:45
12676;1/28/09 7:49;25702;1200;Visa;54716;Fayetteville                ;NC;United States;1/28/09 7:45;1/28/09 7:47
12677;1/28/09 3:07;25703;1200;Visa;54717;Anse Comeau;Quebec;Canada;1/26/09 11:47;1/28/09 8:08
12678;01/12/09 15:16;25704;1200;Visa;54718;Thorlakshofn; ;Iceland;01/12/09 11:41;1/28/09 8:44
12679;01/06/09 11:17;25705;3600;Visa;54719;Overland                    ;KS;United States;2/21/08 8:53;1/28/09 9:23
12680;1/23/09 9:49;25706;1200;Visa;54720;King City;Ontario;Canada;1/23/09 8:18;1/28/09 9:43
12681;1/24/09 4:01;25707;1200;Visa;54721;Leighton Buzzard;England;United Kingdom;01/07/06 10:56;1/28/09 10:12
12682;1/25/09 18:21;25708;1200;Visa;54722;Umea;Vasterbotten;Sweden;1/25/09 16:35;1/28/09 10:19
12683;1/15/09 10:51;25709;1200;Mastercard;54723;Sola;Rogaland;Norway;01/11/09 08:54;1/28/09 10:39
12684;01/02/09 05:14;25710;1200;Visa;54724;Stockton-on-Tees;England;United Kingdom;01/01/05 06:03;1/28/09 11:07
12685;01/09/09 10:35;25711;3600;Visa;54725;Senatobia                   ;MS;United States;01/08/09 14:02;1/28/09 11:08
12686;01/04/09 10:16;25712;1200;Mastercard;54726;Berlin;Berlin;Germany;12/28/08 10:50;1/28/09 11:09
12687;01/02/09 12:16;25713;1200;Mastercard;54727;Waldorf                     ;MD;United States;12/11/08 06:16;1/28/09 12:07
12688;1/28/09 12:31;25714;1200;Diners;54728;Brooklyn                    ;NY;United States;1/28/09 12:21;1/28/09 12:30
12689;1/14/09 12:07;25715;1200;Mastercard;54729;Lakeville                   ;MN;United States;1/13/09 22:28;1/28/09 12:37
12690;1/16/09 7:20;25716;3600;Mastercard;54730;Saint-Cergues;Rhone-Alpes;France;1/15/09 4:53;1/28/09 12:43
12691;01/06/09 09:55;25717;1200;Mastercard;54731;Vancouver;British Columbia;Canada;10/07/08 14:55;1/28/09 13:17
12692;01/07/09 12:55;25718;1200;Amex;54732;Stamford                    ;CT;United States;01/05/09 06:26;1/28/09 13:24
12693;1/19/09 12:14;25719;1200;Mastercard;54733;Rathfarnham;Dublin;Ireland;05/10/08 07:07;1/28/09 13:28
12694;1/13/09 15:19;25720;3600;Visa;54734;Paris;Ile-de-France;France;6/27/07 4:41;1/28/09 14:11
12695;1/18/09 8:56;25721;1200;Mastercard;54735;Howell                      ;MI;United States;1/30/08 13:16;1/28/09 14:37
12696;01/04/09 17:54;25722;1200;Amex;54736;Encinitas                   ;CA;United States;01/01/09 10:12;1/28/09 15:13
12697;01/05/09 13:46;25723;1200;Visa;54737;Atchison                    ;KS;United States;11/11/08 14:19;1/28/09 17:10
12698;01/05/09 10:49;25724;3600;Amex;54738;Mililani                    ;HI;United States;8/23/07 0:00;1/28/09 18:13
12699;01/12/09 18:24;25725;1200;Diners;54739;Victor                      ;NY;United States;12/18/08 7:14;1/28/09 18:19
12700;1/18/09 4:01;25726;1200;Visa;54740;Fairbanks                   ;AK;United States;01/06/09 00:18;1/28/09 23:56
12701;1/16/09 10:58;25727;1200;Visa;54741;Soro;Vestsjalland;Denmark;7/27/07 7:22;1/29/09 3:16
12702;1/13/09 8:20;25728;1200;Mastercard;54742;Warlingham;England;United Kingdom;03/04/05 05:51;1/29/09 3:25
12703;01/12/09 01:42;25729;1200;Mastercard;54743;Hamburg;Hamburg;Germany;01/07/09 07:56;1/29/09 4:33
12704;1/28/09 13:07;25730;1200;Amex;54744;Accokeek                    ;MD;United States;11/29/07 5:56;1/29/09 4:40
12705;1/29/09 5:43;25731;1200;Visa;54745;Sunnyvale                   ;CA;United States;1/29/09 5:18;1/29/09 5:18
12706;1/29/09 5:30;25732;1200;Diners;54746;Ithaca                      ;NY;United States;1/29/09 4:49;1/29/09 6:56
12707;1/13/09 18:08;25733;1200;Amex;54747;Houston                     ;TX;United States;1/13/09 17:02;1/29/09 7:34
12708;01/09/09 15:24;25734;1200;Mastercard;54748;Farmingtn Hls               ;MI;United States;01/09/09 13:59;1/29/09 8:05
12709;1/23/09 15:33;25735;1200;Mastercard;54749;Brooklyn                    ;NY;United States;1/23/09 14:18;1/29/09 11:02
12710;1/29/09 12:28;25736;1200;Mastercard;54750;Great Falls                 ;VA;United States;5/21/07 14:57;1/29/09 12:31
12711;1/13/09 11:31;25737;1200;Visa;54751;Gosport;England;United Kingdom;01/09/09 11:30;1/29/09 12:48
12712;1/29/09 10:09;25738;3600;Mastercard;54752;Scottsdale                  ;AZ;United States;1/29/09 9:59;1/29/09 12:58
12713;1/29/09 15:08;25739;1200;Visa;54753;Sunnyvale                   ;CA;United States;1/29/09 14:04;1/29/09 14:04
12714;01/04/09 05:12;25740;1200;Visa;54754;Songnae-dong;Soul-t'ukpyolsi;South Korea;12/30/08 8:40;1/29/09 16:41
12715;1/22/09 22:16;25741;3600;Mastercard;54755;Clyde Hill                  ;WA;United States;1/17/09 23:28;1/29/09 16:51
12716;01/05/09 19:26;25742;1200;Visa;54756;Ruschlikon;Zurich;Switzerland;01/05/09 19:14;1/30/09 1:06
12717;01/11/09 12:22;25743;1200;Visa;54757;Minneapolis                 ;MN;United States;01/11/09 07:18;1/30/09 2:10
12718;01/02/09 09:31;25744;1200;Visa;54758;Chicago                     ;IL;United States;01/02/09 09:09;1/30/09 5:35
12719;01/05/09 11:21;25745;1200;Visa;54759;Petworth;England;United Kingdom;01/05/09 05:46;1/30/09 5:54
12720;1/17/09 9:49;25746;1200;Diners;54760;Abu Dhabi;Abu Zaby;United Arab Emirates;2/27/08 20:02;1/30/09 8:45
12721;1/28/09 1:38;25747;1200;Mastercard;54761;Stockholm;Stockholm;Sweden;4/16/07 12:58;1/30/09 9:18
12722;1/19/09 10:32;25748;1200;Mastercard;54762;Queen Creek                 ;AZ;United States;01/06/09 17:57;1/30/09 10:41
12723;1/26/09 12:05;25749;1250;Mastercard;54763;Queen Creek                 ;AZ;United States;01/06/09 17:57;1/30/09 10:41
12724;01/07/09 18:53;25750;1200;Visa;54764;Durham                      ;NC;United States;12/29/08 9:59;1/30/09 10:46
12725;1/26/09 11:38;25751;1200;Mastercard;54765;Austin                      ;TX;United States;1/26/09 7:16;1/30/09 13:15
12726;01/08/09 13:19;25752;1200;Mastercard;54766;Glenn Dale                  ;MD;United States;01/08/09 05:31;1/30/09 17:40
12727;01/11/09 14:56;25753;1200;Visa;54767;Aardal;Sogn og Fjordane;Norway;01/05/09 05:51;1/31/09 4:21
12728;1/30/09 20:36;25754;1200;Visa;54768;Edinburg                    ;TX;United States;1/30/09 20:05;1/31/09 4:47
12729;01/01/09 08:09;25755;1200;Mastercard;54769;South Melbourne;Victoria;Australia;12/30/08 0:55;1/31/09 5:40
12730;1/17/09 11:09;25678;1200;Mastercard;54770;Fortaleza;Ceara;Brazil;1/17/09 10:46;1/31/09 6:42
12731;1/31/09 7:22;25679;1200;Visa;54771;Weston                      ;CT;United States;2/29/08 17:34;1/31/09 6:43
12732;1/31/09 9:12;25680;1200;Visa;54772;Reading;England;United Kingdom;8/28/08 10:22;1/31/09 9:08
12733;1/31/09 8:56;25681;1200;Mastercard;54773;Coconut Grove               ;FL;United States;1/31/09 8:03;1/31/09 9:22
12734;1/31/09 9:00;25682;1200;Visa;54774;London;England;United Kingdom;1/31/09 8:32;1/31/09 10:07
12735;01/11/09 14:07;25683;1200;Visa;54775;San Francisco               ;CA;United States;01/11/09 13:08;1/31/09 10:20
12736;01/01/09 12:25;25684;3600;Mastercard;54776;Zug;Zug;Switzerland;3/29/05 23:14;1/31/09 10:58
12737;1/31/09 11:14;25685;3600;Mastercard;54777;Scottsdale                  ;AZ;United States;1/31/09 11:10;1/31/09 11:10
12738;01/02/09 09:57;25686;1200;Amex;54778;Potomac Falls               ;VA;United States;2/20/05 17:20;1/31/09 11:24
12739;01/04/09 13:20;25687;1200;Mastercard;54779;Superior                    ;CO;United States;01/04/09 12:08;1/31/09 13:17
12740;1/22/09 12:32;25688;1200;Mastercard;54780;London;England;United Kingdom;01/02/08 09:51;1/31/09 14:43
12741;1/18/09 6:09;25689;1200;Mastercard;54781;Engleside                   ;VA;United States;5/21/07 18:56;1/31/09 15:33
12742;01/08/09 00:04;25690;1200;Visa;54782;New Plymouth City;Taranaki;New Zealand;01/07/09 23:34;1/31/09 17:47
12743;1/24/09 7:14;25691;1200;Mastercard;54783;Roanoke                     ;VA;United States;03/02/08 07:35;1/31/09 19:18
12744;1/24/09 11:05;25692;1200;Visa;54784;Norcross                    ;GA;United States;7/30/07 15:16;1/31/09 19:31
12745;01/06/09 15:12;25693;1200;Amex;54785;Sandy Plains                ;GA;United States;9/23/06 8:42;1/31/09 20:48
12746;1/24/09 17:06;25694;1200;Visa;54786;Saint Catharines;Ontario;Canada;1/24/09 15:51;1/31/09 21:10
12747;01/03/09 09:58;25695;1200;Visa;54787;Gainesville                 ;VA;United States;10/19/08 8:27;1/31/09 22:19
12748;01/09/09 16:35;25696;1200;Diners;54788;Nordstrand;Oslo;Norway;12/29/05 9:26;02/01/09 04:18
12749;01/12/09 14:50;25697;1200;Visa;54711;Arlington                   ;MA;United States;01/12/09 09:54;02/01/09 07:36
12750;01/07/09 13:49;25698;1200;Diners;54701;West Hills                  ;CA;United States;01/07/09 12:36;02/01/09 08:20
12751;01/09/09 19:41;25699;1200;Mastercard;54702;San Jose                    ;CA;United States;01/05/09 18:02;02/01/09 09:18
12752;1/26/09 4:53;25700;1200;Visa;54703;London;England;United Kingdom;1/26/09 4:12;02/01/09 09:48
12753;1/23/09 21:41;25701;1200;Visa;54704;Oak Park                    ;MI;United States;12/26/08 11:00;02/01/09 09:51
12754;01/06/09 16:07;25702;1200;Visa;54705;Terrell Hills               ;TX;United States;12/21/08 12:21;02/01/09 10:06
12755;01/10/09 07:55;25703;1200;Visa;54706;Jumeira;Dubayy;United Arab Emirates;01/07/09 09:47;02/01/09 10:18
12756;1/28/09 20:44;25704;1200;Visa;54707;Falmouth                    ;VA;United States;1/28/09 19:36;02/01/09 11:33
12757;01/09/09 03:38;25705;1200;Visa;54708;Lurgan;Northern Ireland;United Kingdom;06/03/08 04:22;02/01/09 11:53
12758;1/19/09 8:52;25706;1200;Visa;54709;Richmond                    ;TX;United States;01/06/09 15:24;02/01/09 11:53
12759;1/15/09 7:26;25707;1200;Mastercard;54710;Den Haag;Zuid-Holland;Netherlands;1/14/09 0:00;02/01/09 13:17
12760;1/30/09 19:12;25708;1200;Diners;54711;Ooltewah                    ;TN;United States;1/30/09 18:54;02/01/09 13:51
12761;01/05/09 12:41;25709;1200;Mastercard;54711;Pacific Beach               ;CA;United States;01/05/09 11:50;02/01/09 14:28
12762;1/28/09 20:59;25710;1200;Visa;54701;Austin                      ;TX;United States;1/28/09 9:40;02/01/09 15:00
12763;01/10/09 21:36;25711;1200;Visa;54702;Seattle                     ;WA;United States;08/10/08 16:47;02/01/09 15:27
12764;1/25/09 19:59;25712;1200;Visa;54703;Seattle                     ;WA;United States;8/13/08 18:27;02/01/09 16:04
12765;01/07/09 08:03;25713;1200;Amex;54704;Ottawa;Ontario;Canada;4/17/05 22:28;02/01/09 18:52
12766;1/21/09 9:07;25714;1200;Visa;54705;Vienna                      ;VA;United States;04/02/08 09:59;02/01/09 21:07
12767;1/23/09 14:43;25715;1200;Visa;54706;Torbay;Auckland;New Zealand;1/18/09 11:34;02/01/09 21:31
12768;01/05/09 13:07;25716;1200;Visa;54707;Shenfield;England;United Kingdom;01/02/09 14:27;02/01/09 22:27
12769;01/06/09 03:39;25717;1200;Visa;54708;Bergen;Hordaland;Norway;9/20/05 1:58;02/02/09 00:08
12770;1/15/09 15:26;25718;1200;Visa;54709;Bolton;England;United Kingdom;1/15/09 8:16;02/02/09 00:53
12771;1/23/09 4:47;25719;1200;Mastercard;54710;Sandymount;Dublin;Ireland;1/16/06 8:48;02/02/09 02:12
12772;01/12/09 10:05;25720;3600;Amex;54711;Bellinzona;Ticino;Switzerland;09/03/07 13:23;02/02/09 05:16
12773;1/30/09 5:13;25721;1200;Visa;54711;Antwerpen;Antwerpen;Belgium;01/03/06 13:57;02/02/09 05:45
12774;1/14/09 10:32;25722;7500;Mastercard;54701;Campinas;Sao Paulo;Brazil;11/05/08 07:03;02/02/09 05:54
12775;01/12/09 08:13;25723;1200;Amex;54702;Nacka;Stockholm;Sweden;03/08/06 04:32;02/02/09 06:01
12776;1/27/09 8:11;25724;1200;Visa;54703;Fremont                     ;CA;United States;1/27/09 8:05;02/02/09 06:08
12777;1/30/09 17:33;25725;1200;Visa;54704;Warwick;Queensland;Australia;1/25/09 22:36;02/02/09 06:13
12778;1/15/09 9:52;25726;1200;Amex;54705;Holmdel                     ;NJ;United States;1/15/09 8:36;02/02/09 07:00
12779;1/13/09 11:54;25727;1200;Visa;54706;Baltimore                   ;MD;United States;01/08/09 11:11;02/02/09 08:01
12780;1/21/09 11:00;25728;1200;Visa;54707;Saggart;Dublin;Ireland;1/19/09 10:11;02/02/09 08:29
12781;1/16/09 11:49;25729;1200;Mastercard;54708;Andover                     ;MA;United States;2/18/08 18:56;02/02/09 08:53
12782;01/01/09 09:35;25730;1200;Mastercard;54709;La Crescenta                ;CA;United States;12/31/08 17:51;02/02/09 10:27
12783;1/13/09 5:58;25731;1200;Mastercard;54710;Suwanee                     ;GA;United States;01/05/09 21:12;02/02/09 13:13
12784;01/06/09 16:08;25732;3600;Visa;54711;Seattle                     ;WA;United States;3/14/05 16:39;02/02/09 14:17
12785;01/05/09 10:25;25733;1200;Amex;54711;Arlington                   ;VA;United States;10/11/08 03:50;02/02/09 16:13
12786;01/04/09 21:08;25734;1200;Mastercard;54701;Calgary;Alberta;Canada;1/21/08 20:11;02/02/09 18:50
12787;01/12/09 20:43;25735;1200;Visa;54702;Kenmore                     ;WA;United States;01/12/09 20:31;02/02/09 20:26
